ResponseId,LearnCodeOnline
1265,Interactive tutorial
1265,Online books
1265,Online forum
1265,Stack Overflow
1265,Technical documentation
1265,Video-based Online Courses
1265,Written Tutorials
1265,Written-based Online Courses
1266,Blogs
1266,How-to videos
1266,Online books
1266,Stack Overflow
1266,Technical documentation
1266,Video-based Online Courses
1266,Written Tutorials
1266,Written-based Online Courses
1267,Blogs
1267,Coding sessions (live or recorded)
1267,How-to videos
1267,Interactive tutorial
1267,Technical documentation
1267,Written Tutorials
1268,Blogs
1268,Interactive tutorial
1268,Online books
1268,Online forum
1268,Stack Overflow
1268,Technical documentation
1268,Written Tutorials
1268,Written-based Online Courses
1271,"Auditory material (e.g., podcasts)"
1271,Blogs
1271,Stack Overflow
1271,Technical documentation
1271,Written Tutorials
1272,Blogs
1272,How-to videos
1272,Online books
1272,Online forum
1272,Written Tutorials
1273,Blogs
1273,Coding sessions (live or recorded)
1273,Interactive tutorial
1273,Online books
1273,Stack Overflow
1273,Technical documentation
1273,Written Tutorials
1275,Blogs
1275,Technical documentation
1275,Video-based Online Courses
1275,Written Tutorials
1275,Written-based Online Courses
1276,"Auditory material (e.g., podcasts)"
1276,Blogs
1276,Coding sessions (live or recorded)
1276,Online books
1276,Online forum
1276,Stack Overflow
1276,Technical documentation
1276,Video-based Online Courses
1276,Written Tutorials
1278,Blogs
1278,Certification videos
1278,How-to videos
1278,Interactive tutorial
1278,Online books
1278,"Online challenges (e.g., daily or weekly coding challenges)"
1278,Online forum
1278,Stack Overflow
1278,Technical documentation
1278,Video-based Online Courses
1278,Written Tutorials
1278,Written-based Online Courses
1280,Coding sessions (live or recorded)
1280,Online books
1280,Online forum
1280,Stack Overflow
1280,Technical documentation
1280,Written Tutorials
1281,How-to videos
1281,Interactive tutorial
1281,Online books
1281,Online forum
1281,Stack Overflow
1281,Video-based Online Courses
1281,Written Tutorials
1281,Written-based Online Courses
1282,Blogs
1282,How-to videos
1282,Interactive tutorial
1282,Online books
1282,Online forum
1282,Programming Games
1282,Stack Overflow
1282,Technical documentation
1283,Blogs
1283,Coding sessions (live or recorded)
1283,How-to videos
1283,Online books
1283,Online forum
1283,Stack Overflow
1283,Technical documentation
1283,Video-based Online Courses
1283,Written Tutorials
1284,Blogs
1284,Interactive tutorial
1284,Online books
1284,Online forum
1284,Stack Overflow
1284,Technical documentation
1284,Written Tutorials
1285,Blogs
1285,Online books
1285,"Online challenges (e.g., daily or weekly coding challenges)"
1285,Technical documentation
1288,Blogs
1288,Interactive tutorial
1288,Online books
1288,Online forum
1288,Stack Overflow
1288,Technical documentation
1288,Written Tutorials
1288,Written-based Online Courses
1289,Blogs
1289,Online books
1289,Stack Overflow
1290,Blogs
1290,Certification videos
1290,How-to videos
1290,Interactive tutorial
1290,Online books
1290,Stack Overflow
1290,Technical documentation
1290,Video-based Online Courses
1290,Written Tutorials
1292,Blogs
1292,Online books
1292,"Online challenges (e.g., daily or weekly coding challenges)"
1292,Technical documentation
1292,Written Tutorials
1293,Blogs
1293,Online books
1293,Online forum
1293,Stack Overflow
1293,Technical documentation
1293,Written Tutorials
1295,Blogs
1295,Online forum
1295,Other (Please specify):
1295,Stack Overflow
1295,Technical documentation
1295,Written Tutorials
1295,Written-based Online Courses
1296,Interactive tutorial
1296,Online books
1296,Stack Overflow
1296,Technical documentation
1296,Video-based Online Courses
1296,Written-based Online Courses
1297,Blogs
1297,Online books
1297,Stack Overflow
1297,Technical documentation
1297,Written Tutorials
1298,Blogs
1298,Certification videos
1298,How-to videos
1298,Interactive tutorial
1298,Online books
1298,Stack Overflow
1298,Technical documentation
1298,Video-based Online Courses
1298,Written-based Online Courses
1299,Blogs
1299,How-to videos
1299,Technical documentation
1299,Written Tutorials
1300,Blogs
1300,Interactive tutorial
1300,Online books
1300,Online forum
1300,Stack Overflow
1300,Technical documentation
1300,Written Tutorials
1301,Blogs
1301,Online books
1301,Technical documentation
1302,Blogs
1302,How-to videos
1302,Online books
1302,Technical documentation
1303,Blogs
1303,Coding sessions (live or recorded)
1303,How-to videos
1303,Interactive tutorial
1303,Online books
1303,Online forum
1303,Stack Overflow
1303,Technical documentation
1303,Video-based Online Courses
1303,Written Tutorials
1305,Blogs
1305,Coding sessions (live or recorded)
1305,How-to videos
1305,Interactive tutorial
1305,Online books
1305,"Online challenges (e.g., daily or weekly coding challenges)"
1305,Online forum
1305,Stack Overflow
1305,Technical documentation
1305,Video-based Online Courses
1305,Written Tutorials
1305,Written-based Online Courses
1306,Blogs
1306,How-to videos
1306,"Online challenges (e.g., daily or weekly coding challenges)"
1306,Programming Games
1306,Stack Overflow
1306,Technical documentation
1306,Video-based Online Courses
1306,Written Tutorials
1306,Written-based Online Courses
1308,Blogs
1308,Interactive tutorial
1308,"Online challenges (e.g., daily or weekly coding challenges)"
1308,Online forum
1308,Stack Overflow
1308,Written Tutorials
1308,Written-based Online Courses
1311,Blogs
1311,"Online challenges (e.g., daily or weekly coding challenges)"
1311,Online forum
1311,Stack Overflow
1311,Technical documentation
1311,Written Tutorials
1312,Blogs
1312,Certification videos
1312,How-to videos
1312,Interactive tutorial
1312,Stack Overflow
1312,Technical documentation
1312,Video-based Online Courses
1313,How-to videos
1313,Interactive tutorial
1313,"Online challenges (e.g., daily or weekly coding challenges)"
1313,Online forum
1313,Programming Games
1313,Stack Overflow
1313,Technical documentation
1313,Video-based Online Courses
1313,Written Tutorials
1314,Blogs
1314,Interactive tutorial
1314,Online books
1314,Stack Overflow
1314,Technical documentation
1314,Written Tutorials
1315,Blogs
1315,Online books
1315,Programming Games
1315,Stack Overflow
1315,Technical documentation
1318,Blogs
1318,How-to videos
1318,Online books
1318,Online forum
1318,Stack Overflow
1318,Technical documentation
1318,Video-based Online Courses
1320,"Auditory material (e.g., podcasts)"
1320,Blogs
1320,Certification videos
1320,Coding sessions (live or recorded)
1320,How-to videos
1320,Stack Overflow
1320,Technical documentation
1320,Written Tutorials
1321,Blogs
1321,Technical documentation
1324,How-to videos
1324,Technical documentation
1325,Coding sessions (live or recorded)
1325,How-to videos
1325,Stack Overflow
1325,Technical documentation
1325,Written Tutorials
1326,Blogs
1326,How-to videos
1326,Online books
1326,Online forum
1326,Stack Overflow
1326,Technical documentation
1326,Video-based Online Courses
1326,Written Tutorials
1326,Written-based Online Courses
1327,"Auditory material (e.g., podcasts)"
1327,Blogs
1327,How-to videos
1327,Interactive tutorial
1327,Stack Overflow
1327,Technical documentation
1327,Video-based Online Courses
1327,Written Tutorials
1328,Certification videos
1328,How-to videos
1328,Online books
1328,Stack Overflow
1328,Technical documentation
1328,Video-based Online Courses
1328,Written Tutorials
1328,Written-based Online Courses
1329,Blogs
1329,How-to videos
1329,Interactive tutorial
1329,Stack Overflow
1329,Technical documentation
1329,Written Tutorials
1330,Blogs
1330,How-to videos
1330,Interactive tutorial
1330,Online books
1330,"Online challenges (e.g., daily or weekly coding challenges)"
1330,Online forum
1330,Stack Overflow
1330,Technical documentation
1330,Written Tutorials
1333,Blogs
1333,Online forum
1333,Stack Overflow
1333,Technical documentation
1333,Written Tutorials
1334,Blogs
1334,Coding sessions (live or recorded)
1334,How-to videos
1334,Online books
1334,Online forum
1334,Technical documentation
1334,Video-based Online Courses
1334,Written Tutorials
1334,Written-based Online Courses
1336,Blogs
1336,How-to videos
1336,Stack Overflow
1336,Technical documentation
1336,Video-based Online Courses
1336,Written-based Online Courses
1337,Blogs
1337,Online books
1337,Stack Overflow
1337,Technical documentation
1337,Written Tutorials
1339,Blogs
1339,Online books
1339,"Online challenges (e.g., daily or weekly coding challenges)"
1339,Online forum
1339,Stack Overflow
1339,Technical documentation
1341,Blogs
1341,Coding sessions (live or recorded)
1341,How-to videos
1341,Online books
1341,Online forum
1341,Stack Overflow
1341,Technical documentation
1341,Video-based Online Courses
1341,Written Tutorials
1341,Written-based Online Courses
1343,Blogs
1343,How-to videos
1343,Interactive tutorial
1343,Online books
1343,Technical documentation
1343,Written Tutorials
1343,Written-based Online Courses
1344,Blogs
1344,Coding sessions (live or recorded)
1344,How-to videos
1344,Interactive tutorial
1344,Online books
1344,"Online challenges (e.g., daily or weekly coding challenges)"
1344,Online forum
1344,Programming Games
1344,Stack Overflow
1344,Technical documentation
1344,Video-based Online Courses
1344,Written Tutorials
1344,Written-based Online Courses
1348,Blogs
1348,Online books
1348,Stack Overflow
1348,Technical documentation
1348,Written Tutorials
1349,Blogs
1349,Stack Overflow
1349,Technical documentation
1349,Written Tutorials
1350,Blogs
1350,How-to videos
1350,Online books
1350,Online forum
1350,Stack Overflow
1350,Technical documentation
1350,Written Tutorials
1351,Blogs
1351,Online books
1351,Online forum
1351,Stack Overflow
1351,Technical documentation
1351,Written Tutorials
1352,Interactive tutorial
1352,Online books
1352,Technical documentation
1352,Written Tutorials
1353,Blogs
1353,Coding sessions (live or recorded)
1353,How-to videos
1353,Interactive tutorial
1353,Online books
1353,"Online challenges (e.g., daily or weekly coding challenges)"
1353,Online forum
1353,Programming Games
1353,Stack Overflow
1353,Technical documentation
1353,Written Tutorials
1355,Blogs
1355,Online books
1355,"Online challenges (e.g., daily or weekly coding challenges)"
1355,Online forum
1355,Stack Overflow
1355,Technical documentation
1355,Video-based Online Courses
1355,Written Tutorials
1355,Written-based Online Courses
1357,Blogs
1357,Stack Overflow
1357,Technical documentation
1357,Written Tutorials
1358,Blogs
1358,Online books
1358,Stack Overflow
1358,Technical documentation
1358,Written-based Online Courses
1360,Blogs
1360,Technical documentation
1360,Written Tutorials
1361,How-to videos
1361,"Online challenges (e.g., daily or weekly coding challenges)"
1361,Technical documentation
1361,Written-based Online Courses
1362,Technical documentation
1362,Written Tutorials
1363,Blogs
1363,Online books
1363,Stack Overflow
1363,Technical documentation
1364,"Auditory material (e.g., podcasts)"
1364,Blogs
1364,Coding sessions (live or recorded)
1364,Online books
1364,"Online challenges (e.g., daily or weekly coding challenges)"
1364,Stack Overflow
1364,Technical documentation
1364,Video-based Online Courses
1364,Written-based Online Courses
1365,Blogs
1365,How-to videos
1365,Online forum
1365,Stack Overflow
1365,Technical documentation
1365,Video-based Online Courses
1365,Written Tutorials
1366,Blogs
1366,"Online challenges (e.g., daily or weekly coding challenges)"
1366,Technical documentation
1367,Blogs
1367,How-to videos
1367,Online books
1367,Technical documentation
1367,Video-based Online Courses
1367,Written Tutorials
1367,Written-based Online Courses
1368,Blogs
1368,Stack Overflow
1368,Technical documentation
1368,Written Tutorials
1369,Online forum
1369,Technical documentation
1369,Written Tutorials
1369,Written-based Online Courses
1370,Blogs
1370,How-to videos
1370,Online books
1370,Stack Overflow
1370,Technical documentation
1370,Video-based Online Courses
1370,Written Tutorials
1371,Blogs
1371,Online books
1371,Online forum
1371,Stack Overflow
1371,Technical documentation
1371,Written Tutorials
1372,Blogs
1372,Online books
1372,Stack Overflow
1372,Written-based Online Courses
1373,Coding sessions (live or recorded)
1373,How-to videos
1373,Online books
1373,Stack Overflow
1373,Technical documentation
1374,Blogs
1374,Coding sessions (live or recorded)
1374,How-to videos
1374,Online forum
1374,Stack Overflow
1374,Technical documentation
1374,Written Tutorials
1374,Written-based Online Courses
1375,Blogs
1375,Coding sessions (live or recorded)
1375,Online books
1375,Online forum
1375,Stack Overflow
1375,Technical documentation
1375,Written Tutorials
1376,Blogs
1376,Coding sessions (live or recorded)
1376,Online forum
1376,Technical documentation
1376,Video-based Online Courses
1377,Coding sessions (live or recorded)
1377,Other (Please specify):
1377,Stack Overflow
1377,Technical documentation
1377,Written Tutorials
1378,Blogs
1378,Online forum
1378,Stack Overflow
1378,Technical documentation
1378,Written Tutorials
1379,Blogs
1379,How-to videos
1379,Online forum
1379,Stack Overflow
1379,Technical documentation
1380,Blogs
1380,Interactive tutorial
1380,Online books
1380,"Online challenges (e.g., daily or weekly coding challenges)"
1380,Stack Overflow
1380,Technical documentation
1380,Written Tutorials
1381,Blogs
1381,Stack Overflow
1381,Technical documentation
1381,Video-based Online Courses
1381,Written Tutorials
1381,Written-based Online Courses
1383,Blogs
1383,How-to videos
1383,"Online challenges (e.g., daily or weekly coding challenges)"
1383,Online forum
1383,Stack Overflow
1383,Technical documentation
1383,Written Tutorials
1383,Written-based Online Courses
1384,Blogs
1384,Online books
1384,Online forum
1384,Stack Overflow
1384,Technical documentation
1384,Video-based Online Courses
1384,Written Tutorials
1384,Written-based Online Courses
1385,"Auditory material (e.g., podcasts)"
1385,Other (Please specify):
1385,Technical documentation
1385,Video-based Online Courses
1385,Written-based Online Courses
1387,Blogs
1387,Coding sessions (live or recorded)
1387,How-to videos
1387,Online books
1387,Technical documentation
1387,Written Tutorials
1389,Blogs
1389,How-to videos
1389,Interactive tutorial
1389,Online books
1389,Online forum
1389,Stack Overflow
1389,Technical documentation
1389,Video-based Online Courses
1389,Written Tutorials
1389,Written-based Online Courses
1390,Blogs
1390,Coding sessions (live or recorded)
1390,Online forum
1390,Technical documentation
1390,Written Tutorials
1394,Blogs
1394,"Online challenges (e.g., daily or weekly coding challenges)"
1394,Stack Overflow
1394,Technical documentation
1394,Video-based Online Courses
1394,Written-based Online Courses
1395,How-to videos
1395,Stack Overflow
1395,Technical documentation
1396,Blogs
1396,Interactive tutorial
1396,Online books
1396,Online forum
1396,Stack Overflow
1396,Technical documentation
1396,Written Tutorials
1398,Blogs
1398,Online books
1398,Online forum
1398,Stack Overflow
1398,Technical documentation
1398,Written Tutorials
1399,Blogs
1399,How-to videos
1399,Interactive tutorial
1399,Online books
1399,"Online challenges (e.g., daily or weekly coding challenges)"
1399,Stack Overflow
1399,Technical documentation
1399,Written Tutorials
1400,Blogs
1400,How-to videos
1400,Stack Overflow
1400,Video-based Online Courses
1400,Written-based Online Courses
1401,Blogs
1401,Coding sessions (live or recorded)
1401,How-to videos
1401,Interactive tutorial
1401,Online books
1401,Online forum
1401,Stack Overflow
1401,Technical documentation
1401,Written Tutorials
1402,Blogs
1402,"Online challenges (e.g., daily or weekly coding challenges)"
1402,Online forum
1402,Stack Overflow
1402,Written Tutorials
1403,Blogs
1403,Online forum
1403,Stack Overflow
1403,Technical documentation
1403,Written Tutorials
1403,Written-based Online Courses
1404,Blogs
1404,Technical documentation
1406,Blogs
1406,Interactive tutorial
1406,Online books
1406,"Online challenges (e.g., daily or weekly coding challenges)"
1406,Online forum
1406,Stack Overflow
1406,Technical documentation
1406,Written Tutorials
1406,Written-based Online Courses
1407,Blogs
1407,Certification videos
1407,Online books
1407,Technical documentation
1408,Blogs
1408,How-to videos
1408,Online forum
1408,Stack Overflow
1408,Technical documentation
1408,Video-based Online Courses
1408,Written Tutorials
1409,Blogs
1409,Coding sessions (live or recorded)
1409,Online books
1409,"Online challenges (e.g., daily or weekly coding challenges)"
1409,Online forum
1409,Programming Games
1409,Stack Overflow
1409,Technical documentation
1409,Video-based Online Courses
1409,Written-based Online Courses
1410,"Auditory material (e.g., podcasts)"
1410,Blogs
1410,Online books
1410,Online forum
1410,Stack Overflow
1410,Technical documentation
1410,Written Tutorials
1410,Written-based Online Courses
1411,Blogs
1411,How-to videos
1411,Online forum
1411,Stack Overflow
1411,Technical documentation
1411,Written Tutorials
1412,Blogs
1412,Interactive tutorial
1412,Online books
1412,Online forum
1412,Stack Overflow
1412,Technical documentation
1413,Online books
1413,"Online challenges (e.g., daily or weekly coding challenges)"
1413,Written Tutorials
1413,Written-based Online Courses
1414,Blogs
1414,Interactive tutorial
1414,Online books
1414,Online forum
1414,Stack Overflow
1414,Technical documentation
1414,Written Tutorials
1414,Written-based Online Courses
